text,16,corona,crisis,everyone,fending,got,immune,know,real,system
"Trading on the Shanghai and Shenzhen stock exchanges will resume on Feb. 3, one working day later than scheduled, a… ",0,0,0,0,0,0,0,0,0,0
WATCH: Ohio Gov. Mike Dewine says the Trump Administration “has been helpful” in expanding  testing:  “W… ,0,0,0,0,0,0,0,0,0,0
Disability workers on the front line say they still need more  protections ,0,0,0,0,0,0,0,0,0,0
"What do you think about Coronavirus 'immunity' certificates?  The idea could help the world reopen, but experts say… ",0,0,0,0,0,0,0,0,0,0
"This year, AP exams have been moved online. But that's a concern for some students.  Natalie, a senior in Massachus… ",0,0,0,0,0,0,0,0,0,0
Your 2020 # #college student classification:  1. Those graduating into job markets with no jobs 2. Those… ,0,0,0,0,0,0,0,0,0,0
"Brazil records 5,632 new  cases, 396 deaths on Monday ",0,0,0,0,0,0,0,0,0,0
COVID-: #CatholicChurch donates ALL its 425 hospitals in Nigeria as #COVID isolation centres.   Pastor… ,0,0,0,0,0,0,0,0,0,0
"This is the time for Africans to Unite and promote their product, and heal the world of . If this drug were… ",0,0,0,0,0,0,0,0,0,0
Mark your calendars for this great opportunity to participate in a virtual town hall to discuss the impact that COV… ,0,0,0,0,0,0,0,0,0,0
Questions You Should Ask Hospital Staff If Your Loved One Is Hospitalized With Coronavirus ,0,0,0,0,0,0,0,0,0,0
Serious question. What do you guys think the REAL # death toll is? Under 10k?   Please make this video v… ,0,0,0,0,0,0,0,0,1,0
I made a video explaining the stages of vaccine development outlining the fastest timeline for a Covid- vaccine.… ,0,0,0,0,0,0,0,0,0,0
"The current Plandemic relief bill, (H.R. 748 Coronavirus/Covid-) was first introduced to the House on January 24t… ",0,0,0,0,0,0,0,0,0,0
NEW: ,0,0,0,0,0,0,0,0,0,0
COVID- Recovery ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
all these solid songs dropping but we cant perform them. wow corona. 👍🏾,0,1,0,0,0,0,0,0,0,0
It took one question for a reporter to expose Trump's latest baseless Obama conspiracy theory ,0,0,0,0,0,0,0,0,0,0
Centre issues data processing rules for Aarogya Setu app amid privacy concerns ,0,0,0,0,0,0,0,0,0,0
Hindu has only good things to spread. One such good thing is smile. See him smiling while death is approaching him… ,0,0,0,0,0,0,0,0,0,0
"As  spreads in Egypt, Sissi sees opportunity to tighten his grip - The Washington Post ",0,0,0,0,0,0,0,0,0,0
This had me dying. Make us corona-free ,0,1,0,0,0,0,0,0,0,0
Covid-: NHS chaos and  DWP indifference lead to tragedy for one 50s born woman ,0,0,0,0,0,0,0,0,0,0
The Trump Administration has marshaled every resource at its disposal to fight the Coronavirus. ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
Of course #Trump fled his own #WhiteHousePressBriefing as reporter ,0,0,0,0,0,0,0,0,0,0
COVID- sows uncertainty on the #farm and stressing the nation's already struggling farmers. ,0,0,0,0,0,0,0,0,0,0
"Via   After #Covid has finished, #freelancer jobs will be imperative to rebuilding… ",0,0,0,0,0,0,0,0,0,0
LIVE to showcase the conversion of the Walter E. Washington Convention Center into an alternate care site to suppor… ,0,0,0,0,0,0,0,0,0,0
 ,0,0,0,0,0,0,0,0,0,0
Trump and Pence would do well to look at what happened on the other side of the pond before carrying on as normal.… ,0,0,0,0,0,0,0,0,0,0
New ,0,0,0,0,0,0,0,0,0,0
The Pasadena Public Health Department is reminding residents to stay home after a cluster of COVID- cases were tr… ,0,0,0,0,0,0,0,0,0,0
"Metro's COVID- Community Assessment Centers are open five days a week, M-F, from 9 a.m. to 3 p.m. Drive-through a… ",0,0,0,0,0,0,0,0,0,0
"Peter Daszak is a British-born American PhD who’s spent a career discovering dangerous viruses in wildlife, especia… ",0,0,0,0,0,0,0,0,0,0
Navajo Nation reports more  cases per capita than any US state ,0,0,0,0,0,0,0,0,0,0
"Despite the fact that COVID- originated in China & ; they misled the world, the masks many of us rely on during a p… ",0,0,0,0,0,0,0,0,0,0
Fact check: Trump falsely claims  numbers are 'going down almost everywhere' ,0,0,0,0,0,0,0,0,0,0
"This year, AP exams have been moved online. But that's a concern for some students.  Natalie, a senior in Massachus… ",0,0,0,0,0,0,0,0,0,0
Nurses and other health care workers at the Department of Veterans Affairs say its government hospitals are not pre… ,0,0,0,0,0,0,0,0,0,0
"COVID-: In 20 the U.S. Interagency Council on Homelessness estimated more than 10,000 people, in Illinois, are… ",0,0,0,0,0,0,0,0,0,0
I’ll bet you ten bucks that Stephen Miller tested positive for #.,0,0,0,0,0,0,0,0,0,0
"The United States currently ranks 32nd in Covid- tests per capita, one spot ahead of Belarus. ",0,0,0,0,0,0,0,0,0,0
"The move underscores fears of the  spreading within the White House, where at least two aides — Presiden… ",0,0,0,0,0,0,0,0,0,0
Toronto reports 1st COVID- death of person in its shelter system | CBC News ,0,0,0,0,0,0,0,0,0,1
So # disrupted our plans but ,0,0,0,0,0,0,0,0,0,0
Wow. The White House has become a Covid- hotspot.   Sending thoughts and bleach.,0,0,0,0,0,0,0,0,0,0
L.A. County Coronavirus Update: L.A. Beaches To Reopen On Wednesday ,0,0,0,0,0,0,0,0,0,0
Increased testing & ; contact tracing are core elements of #BadgerBounceBack and are critical to helping… ,0,0,0,0,0,0,0,0,0,0
  #TheToriesCantBeTrusted,0,0,0,0,0,0,0,0,0,0
"N.J. financial disaster from  ‘will be on our doorstep in just a few weeks,’... ",0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
"Today, we join other attractions and hotels in the ",0,0,0,0,0,0,0,0,0,0
"The President who tells little lies with ease, also tells big ones about being ready to reopen: Unreleased White Ho… ",0,0,0,0,0,0,0,0,0,0
Has Senator McConnell seen the lines of hungry Americans waiting at food banks? Has Senator McConnell seen last wee… ,0,0,0,0,0,0,0,0,0,0
"The decision to reopen the #mosques was made in consultation with the ministry of health, IRIB quoted Mohammad Qomi… ",0,0,0,0,0,0,0,0,0,0
The White House is flipping the fuck out about how close  is getting to Trump and Pence — and tightening… ,0,0,0,0,0,0,0,0,0,0
I would love for a lawmaker or presidential candidate to make the case that American companies should share taxpaye… ,0,0,0,0,0,0,0,0,0,0
9 million #chinese citizens unaccounted for and missing since beginning of #COVID # likely responsible… ,0,0,0,0,0,0,0,0,0,0
Reminds me of when former IND Gov. Mitch Daniels said living next to us was like living next door to The Simpsons.… ,0,0,0,0,0,0,0,0,0,0
CBS now admitting that Project Veritas reporting on its broadcasting of fake Coronavirus lines was accurate.… ,0,0,0,0,0,0,0,0,0,0
"By gathering regular feedback, #agedcare providers can be responsive to the changing mood & ; wellness in their home.… ",0,0,0,0,0,0,0,0,0,0
Should school closures related to COVID- be continued long-term? ,0,0,0,0,0,0,0,0,0,0
"""I'm not sorry for me. I'm just sorry we never got the help we needed.""  Care home worker Lisa Moriarty says she do… ",0,0,0,0,0,1,0,0,0,0
Nancy ,0,0,0,0,0,0,0,0,0,0
Episode 43 - ByrdAdatto discusses updates to advertising rules and regulations for businesses. ,0,0,0,0,0,0,0,0,0,0
Opening my door for the first time in two months only to be immediately destroyed by  ,0,0,0,0,0,0,0,0,0,0
"Trump called for schools to be opened. ""It's had very little impact on young people,"" he said of the  (… ",0,0,0,0,0,0,0,0,0,0
"OnlineKhabar: With 26 new cases on Wednesday, Nepal’s Covid- tally hits 243 - ",0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0
"The city counts someone as ""accepted services"" if they board a bus to a homeless shelter — even if that person choo… ",0,0,0,0,0,0,0,0,0,0
"One block, at least 140 jobs lost: A stretch of businesses in D.C. shows the pain the  pandemic is infli… ",0,0,0,0,0,0,0,0,0,0
ICYMI: Whitmer addresses stay-at-home protests less than 24 hours after losing a loved one to COVID-.… ,0,0,0,0,0,0,0,0,0,0
"Greta Thunberg added to CNN's expert  panel, Twitter erupts ",0,0,0,0,0,0,0,0,0,0
"huh, what do you guys make of this?  ""Coronavirus: 15 US states investigating cases of children suffering from rare… ",0,0,0,0,0,0,0,0,0,0
I’m counting # exile with #ski stickers. For Day 42 I’m returning to childhood fav #Pico in #Vermont… ,0,0,0,0,0,0,0,0,0,0
Empathy is a critical component in communications and relationship-building both now and always. Any outreach shoul… ,0,0,0,0,0,0,0,0,0,0
Fuck anyone who says Charlie Baker is handling the COVID- pandemic well. It took him a month to pass the most bas… ,0,0,0,0,0,0,0,0,0,0
US formally accuses China of hacking US entities working on COVID- research ,0,0,0,0,0,0,0,0,0,0
Bill Gates will devote all of his philanthropic resources to taking on Covid-,0,0,0,0,0,0,0,0,0,0
Opening my door for the first time in two months only to be immediately destroyed by  ,0,0,0,0,0,0,0,0,0,0
Mike Harris is Chairman of the Board for Chartwell LTC.  ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
"Wuhan has had some new Coronavirus cases this week. And just like that, they're mandatory testing all 11 million residents.",0,0,0,0,0,0,0,0,0,0
Drive In Movie Theaters Can Honestly Make A Strong Comeback Due To COVID-,0,0,0,0,0,0,0,0,0,0
So the Barr-led Bureau of Prisons frees Manafort to serve the REMAINING FOUR YEARS of his sentence at home despite… ,0,0,0,0,0,0,0,0,0,0
"“Trump has substituted showmanship for action, playing the president on TV but refusing to do the actual job.” ",0,0,0,0,0,0,0,0,0,0
"For those individuals that refuse to cooperate with contact tracers and/or refuse testing, will not be allowed to l… ",0,0,0,0,0,0,0,0,0,0
We have the scientific method to stop this sort of suppression of data to ensure we don't compound errors.  We also… ,0,0,0,0,0,0,0,0,0,0
Comcast CFO Sees “Title By Title” Potential For PVOD Releases After Working Through “Industry Stuff”… ,0,0,0,0,0,0,0,0,0,0
28 million renters are at risk of eviction because of .  The $100B that ,0,0,0,0,0,0,0,0,0,0
It could be 5 years before Quebec can balance its books again after the  pandemic ,0,0,0,0,0,0,0,0,0,0
"Michael Tyson was jailed for a parole violation, and became the first inmate on Rikers Island to die of COVID-.… ",0,0,0,0,0,0,0,0,0,0
#CCPvirus #Wuhan #Coronavirus China Removes All Traces of ‘Thousand Talents Program’ Online | CCP Virus | COVID-… ,0,0,0,0,0,0,0,0,0,0
"In East Texas, armed protesters patrol a tattoo shop that defied the lockdown and reopened Friday:… ",0,0,0,0,0,0,0,0,0,0
NC AHEC is offering a new ambulatory care playbook for providers serving outpatient populations during the #COVID… ,0,0,0,0,0,0,0,0,0,0
"Coronavirus: South Korean expats, teachers face scrutiny as nightclub outbreak worsens ",0,0,0,0,0,0,0,0,0,0
Drive In Movie Theaters Can Honestly Make A Strong Comeback Due To COVID-,0,0,0,0,0,0,0,0,0,0
"Illinois officials reported there were 2 -related deaths in the last 24 hours, a record high for one d… ",0,0,0,0,0,0,0,0,0,0
"HHS doctor will testify May 14 about his whistleblower complaint, alleging Trump’s mishandling and misrepresentatio… ",0,0,0,0,0,0,0,0,0,0
E.U Pushes to Unlock Borders as Coronavirus Ravages Travel. ,0,0,0,0,0,0,0,0,0,0
"Spent some time recently with elite Austin CrossFit athlete Bethany Shadburne, to see how she's been getting creati… ",0,0,0,0,0,0,0,0,0,0
Janice Brown was the first patient at Desert Valley to test positive for the . One of the first to be re… ,0,0,0,0,0,0,0,0,0,0
"If the president tests positive for , this is what happens next ",0,0,0,0,0,0,0,0,0,0
Noticing a lot more passengers at airports than two weeks ago. This is Denver International. Masks are required but… ,0,0,0,0,0,0,0,0,0,0
Yo! ⁦,0,0,0,0,0,0,0,0,0,0
Public Health Message:  If you were on AirAsia flight: 1. AK5742 on May 1; and  2. AK5740 on May 4  Please get your… ,0,0,0,0,0,0,0,0,0,0
Manafort released to home confinement: The bureau has said it is “prioritizing for consideration” inmates who serve… ,0,0,0,0,0,0,0,0,0,0
TRUMP CHALLENGES FAUCI: After Dr. Anthony Fauci testified the consequences of reopening too quickly could be “reall… ,0,0,0,0,0,0,0,0,0,0
"Big tech companies want to profit from COVID- by making quarantine permanent, says ",0,0,0,0,0,0,0,0,0,0
Great support from 1st-class thinker ,0,0,0,0,0,0,0,0,0,0
ACE2: The molecule that helps  invade your cells ,0,0,0,0,0,0,0,0,0,0
All Kansas registered voters may request an advance mail ballot without needing an excuse. If you have a health con… ,0,0,0,0,0,0,0,0,0,0
The #1 focus of Republicans in Congress should be preparations for the inevitable “deadly second wave” of… ,0,0,0,0,0,0,0,0,0,0
Forbes' Lifestyle Reporter ,0,0,0,0,0,0,0,0,0,0
"If we do not have the option to vote in-person, we should not be voting at all.   ",0,0,0,0,0,0,0,0,0,0
Breaking: Manafort being released from prison amid . ,0,0,0,0,0,0,0,0,0,0
Coronavirus News: Jobs top of mind as New York lawmakers begin virtual public hearings ,0,0,0,0,0,0,0,0,0,0
Drive In Movie Theaters Can Honestly Make A Strong Comeback Due To COVID-,0,0,0,0,0,0,0,0,0,0
"From Tuesday to Friday every week, the ",0,0,0,0,0,0,0,0,0,0
America Makes has narrowed the field of participants in the Fit to Face Mask Design Challenge.… ,0,0,0,0,0,0,0,0,0,0
"ABS busts the government's ""economy was strong before COVID"" myth - real take-home wages were already falling  ",0,0,0,0,0,0,0,0,1,0
Is there a stay? Is Wisconsin open RIGHT NOW? Who knows. The justices WHO RULED don't even know.  Confusion Abounds… ,0,0,0,0,0,0,0,1,0,0
The story I knew was coming. China has reported people getting sick a 2nd time with COVID-. We are following. ,0,0,0,0,0,0,0,0,0,0
What really scares me Coronavirus’s other threat: Up to three dozen nations could face famines by the end of the ye… ,0,0,0,0,0,0,0,0,0,0
"Happened in Anambra yesterday, A man popularly known as ""SIR CHRIST "" took his own life by jumping from a palm tree… ",0,0,0,0,0,0,0,0,0,0
#Coronavirus : Estimated speed of  #infections rises over past week ,0,0,0,0,0,0,0,0,0,0
"Low-paid workers bear brunt of  recession, study shows ",0,0,0,0,0,0,0,0,0,0
"Remember that Stanford study claiming coronovirus infection far more prevalent than we all thought, and  fatality r… ",0,0,0,0,0,0,0,0,0,0
Breaking News: J.C. Penney filed for bankruptcy. The 118-year-old department store is by far the biggest retail cas… ,0,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0
Office Space & ; The New Normal #CRE #COVID- #Office #NewNormal #TenantTips  ,0,0,0,0,0,0,0,0,0,0
Breaking News: J.C. Penney filed for bankruptcy. The 118-year-old department store is by far the biggest retail cas… ,0,0,0,0,0,0,0,0,0,0
The House has been at home for two months. They gave themselves no assignments except developing this proposal. Yet… ,0,0,0,0,0,0,0,0,0,0
"""Ignore anyone ... who tells you that their policy is above criticism, that politics don’t apply in a pandemic, or… ",0,0,0,0,0,0,0,0,0,0
"Leaked data suggests China may have 640K  cases, not 80K ",0,0,0,0,0,0,0,0,0,0
Almost in tears watching this legend talking about being on the brink with ! So glad to see he’s on the… ,0,0,0,0,0,0,0,0,0,0
Yo VS COVID- ,0,0,0,0,0,0,0,0,0,0
The House has approved a historic rules change to allow lawmakers to vote while away from Washington during the cor… ,0,0,0,0,0,0,0,0,0,0
"Rand Paul isn't subliterate like Trump, but he’s spreading the same  lies — He is one of those figures i… ",0,0,0,0,0,0,0,0,0,0
WHAT is our judiciary doing abt the virus that's MORE lethal than # ?  Lahore High Court SUSPENDS the se… ,0,0,0,0,0,0,0,0,0,0
“The government had not been able to explain as to how the recitation of azaan merely through human voice can be vi… ,0,0,0,0,0,0,0,0,0,0
6%DOKIDOKI is at risk of losing their iconic Harajuku storefront due to the financial impact of COVID-. Donations… ,0,0,0,0,0,0,0,0,0,0
"CDC expecting US to reach a total of 100,000 deaths from COVID- by June 1. ",0,0,0,0,0,0,0,0,0,0
There’s No Coronavirus Plan. There’s Just Donald and Jared. ,0,0,0,0,0,0,0,0,0,0
"Brazil Covid-: now 218,223 cases, 15,305 added in last 24 hours, 14,817 deaths, 824 reported in last 24 hours.",0,0,0,0,0,0,0,0,0,0
Texas reports single-day high in  deaths two weeks after reopening ,0,0,0,0,0,0,0,0,0,0
Both #COVID- and #climatechange dis-proportionally impact tribal communities. Our leaders should take heed of Ind… ,0,0,0,0,0,0,0,0,0,0
“Many callers have been reasoning that leaving at this time is riskier than ever..& ; have asked for help on how to k… ,0,0,0,0,0,0,0,0,0,0
America's deadly ageism: How COVID- exposes prejudice against the elderly and dementia patients ,0,0,0,0,0,0,0,0,0,0
My goal as a designer is to stay innovative and consistent. This season I decided to design clothing products that… ,0,0,0,0,0,0,0,0,0,0
"COVID-: Pakistan, I'm watching, with dread in my heart. Are my fingers crossed? - Gulf News ",0,0,0,0,0,0,0,0,0,0
A special “fuck you” to the mind-numbingly sycophantic morons who think “the media” is somehow reveling in the COVI… ,0,0,0,0,0,0,0,0,0,0
"Tropical Storm #AmboPH has temporarily halted the contact tracing operations in Camarines Norte, where one COVID-… ",0,0,0,0,0,0,0,0,0,0
"""It's like a tween on TikTok. You've got to produce content lest you miss out on a cycle of phony outrage.""… ",0,0,0,0,0,1,0,0,0,0
"Replace Trump And Bolster The CDC, A Leading Medical Journal Urges ",0,0,0,0,0,0,0,0,0,0
French doctors believe they may have treated  patients last fall: report | TheHill – The Hill ,0,0,0,0,0,0,0,0,0,0
"They could see that #COVID was spreading rapidly across other countries, and they knew it would arrive in the U.S… ",0,0,0,0,0,0,0,0,0,0
A special “fuck you” to the mind-numbingly sycophantic morons who think “the media” is somehow reveling in the COVI… ,0,0,0,0,0,0,0,0,0,0
"CDC tracks 12 different forecasting models of possible #COVID deaths in the US. As of May 11, all forecast an inc… ",0,0,0,0,0,0,0,0,0,0
Dr. Slaoui will become yet another member of President ,0,0,0,0,0,0,0,0,0,0
Coughs or sneezes may not be the only way people transmit the  to one another. Talking can also launch t… ,0,0,0,0,0,0,0,0,0,0
A very good read. Chernobyl was an accident. But the way it was handled was not. So many parallels today. ,0,0,0,0,0,0,0,0,0,0
How screwed is Wisconsin after Scott Walker tied our atte’s future to a foreign company in Foxconn?  Very screwed.… ,0,0,0,0,0,0,0,0,0,0
"Brazil health minister quits, deepening Brazil  crisis ",0,0,1,0,0,0,0,0,0,0
"When truck horns could be heard blaring during his Rose Garden remarks today, Donald Trump insisted they were a “si… ",0,0,0,0,0,0,0,0,0,0
TSA Preparing to Check Passenger Temperatures at Airports Amid Coronavirus Concerns – The Wall Street Journal ,0,0,0,0,0,0,0,0,0,0
Navajo Nation has more  cases per capita than any state in the country. The US continues to fail them and its so sad.,0,0,0,0,0,0,0,0,0,0
"NEW: Two months before the novel  likely began spreading in Wuhan, the Trump administration ended a $200… ",0,0,0,0,0,0,0,0,0,0
"Coronavirus cases in US total 1,438,905, with at least 87,245 deaths.  (As of 12:30 p.m. ET, May 15)",0,0,0,0,0,0,0,0,0,0
In light of the continued arbitrary actions of the Government with respect to the cremation of COVID- victims in… ,0,0,0,0,0,0,0,0,0,0
This remains undefeated:  ,0,0,0,0,0,0,0,0,0,0
If the virus originated in almost any other country a transparent investigation to understand and learn from what h… ,0,0,0,0,0,0,0,0,0,0
"Ghana records a total of 5,638 COVID- confirmed cases with 1,460 Recoveries and 28 Deaths  Visit… ",0,0,0,0,0,0,0,0,0,0
"After 8 long years of hard work, I graduated from the MD/PhD program ",0,0,0,0,0,0,0,0,0,0
"Coronavirus cases: US - 1,482,916  Russia - 281,752  United Kingdom - 244,603  Brazil - 235,331   The four countrie… ",0,0,0,0,0,0,0,0,0,0
Covid-: There’re Adequate Measures To Protect MPs – First Deputy Speaker ,0,0,0,0,0,0,0,0,0,0
The COVID- outbreak isn’t only a public health & ; economic crisis – it also threatens our elections. The Senate mu… ,0,0,1,0,0,0,0,0,0,0
Returning now from a very productive weekend at C  David with ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
this was a few months ago before Corona blew up but my gma is so dramatic she heard me coughing and grabbed me by t… ,0,1,0,0,0,0,0,0,0,0
"We owe the 90,000 Americans dead & ; 1.5 million sick, the decency of using the right names. I will explain why this… ",0,0,0,0,0,0,0,0,0,0
Full Transcript: Fed Chair Jerome Powell's 60 Minutes interview on economic recovery from the  pandemic… ,0,0,0,0,0,0,0,0,0,0
Returning now from a very productive weekend at C  David with ,0,0,0,0,0,0,0,0,0,0
Same way you swallowed that Corona ? ,0,1,0,0,0,0,0,0,0,0
"What if when we get out of our houses, instead of highways we started building the planet.  15/  ",0,0,0,0,0,0,0,0,0,0
"""#MEK: Iran’s President Claims Success While Over 41,500 People Have Died of #Coronavirus"" In #Iran, as the evidenc… ",0,0,0,0,0,0,0,0,0,0
Many airlines will go bust during the Covid- recovery. But Virgin Australia may just stick around. The airline ha… ,0,0,0,0,0,0,0,0,0,0
""" is a hoax"" says Eric Trump, phoning from his basement.  ""I agree"" says the day-drunk TV judge, broadcasti… ",0,0,0,0,0,0,0,0,0,0
Gov. Brian Kemp’s office issued an apology after a Georgia Public Health Department chart wrongly reported a downwa… ,0,0,0,0,0,0,0,0,0,0
New Zealand edges back to normal after quashing  in 49 days after an almost complete lockdown for 46 day… ,0,0,0,0,0,0,0,0,0,0
"If corona didn't kill us , depression will .",0,1,0,0,0,0,0,0,0,0
Detroit priest uses squirt gun to shoot holy water in fight against  ,0,0,0,0,0,0,0,0,0,0
"LAVAGNA, ESPERT, MASSA,  TRAIDORES A MACRI TAMBIÉN, BERGOGLIO, FERNÁNDEZ, NOS SUMIERON EN ÉSTA CATÁSTROFE PEOR QUE… ",0,0,0,0,0,0,0,0,0,0
"JUST IN: United States  death toll passes 90,000",0,0,0,0,0,0,0,0,0,0
"If you're  not wearing a mask, you're wearing an invisible sign that says  ""I'm a selfish fucking asshole."" ",0,0,0,0,0,0,0,0,0,0
"“Biology just doesn't care. It doesn't care that it's causing a recession, you know? It's not going to back off bec… ",0,0,0,0,0,0,0,1,0,0
Autopsies reveal: Coronavirus is more than a lung infection | COVID- S... ,0,0,0,0,0,0,0,0,0,0
The daughter of a man who died with suspected # has told Sky News she wants to know who signed off on a… ,0,0,0,0,0,0,0,1,0,0
  Kudos to the… ,0,0,0,0,0,0,0,0,0,0
Sanctions Relief Would Only Make Iran’s Coronavirus Outbreak Worse - NCRI ,0,0,0,0,0,0,0,0,0,0
Coronavirus: Heath workers face violent attacks in Mexico ,0,0,0,0,0,0,0,0,0,0
Coronavirus: Why Africans should take part in vaccine trials ,0,0,0,0,0,0,0,0,0,0
Coronavirus: European countries set to further ease lockdowns ,0,0,0,0,0,0,0,0,0,0
Pastor urges faith leaders to reopen in defiance of governors'  orders: 'Step up and roar'  ,0,0,0,0,0,0,0,0,0,0
11. CNN doesn't follow the social distancing rules it has criticized others for not following.  ,0,0,0,0,0,0,0,0,0,0
Gov. Brian Kemp’s office issued an apology after a Georgia Public Health Department chart wrongly reported a downwa… ,0,0,0,0,0,0,0,0,0,0
Yeah you can cashapp or physically give me my $$$ since I ain’t having a graduation party due to Covid- 😂,0,0,0,0,0,0,0,0,0,0
パンデミックとウォール街の関係ーーSpecial Report: The Coronavirus Pandemic's Wall Street ... ,0,0,0,0,0,0,0,0,0,0
i can hear the DJs now “if you survived COVID- make some mf’n noise!”😂,0,0,0,0,0,0,0,0,0,0
Is there any possibility for a recovered patient suspectible to COVID? #Covid_ #CoronaUpdates,0,0,0,0,0,0,0,0,0,0
Coronavirus Outbreak Updates: Rajasthan reports highest single-day spike in cases as 242 more test positive; case c… ,0,0,0,0,0,0,0,0,0,0
"“ Dr Hans Kluge, the World Health Organisation’s top official in Europe, said it is now “time for preparation not c… ",0,0,0,0,0,0,0,0,0,0
Going to the supermarket during Corona is like playing Pac-Man in real life. ,0,1,0,0,0,0,0,0,1,0
"This picture, shared by  Gavin Roberts,  10, at the funeral of his dad, Charles “Rob” Robe… ",0,0,0,0,0,0,0,0,0,0
Author Bill McKibben says we now have an opportunity to flatten another curve after : “Flatten the carbo… ,0,0,0,0,0,0,0,0,0,0
"10 Downing Street just sent out a message that children can't go to playgrounds, presumably because children who ma… ",0,0,0,0,0,0,0,0,0,0
"Cottontail Rabbits flee in a zig-zag pattern when spotted, making them excellent at physical distancing. Be like th… ",0,0,0,0,0,0,0,0,0,0
Same way you swallowed that Corona ? ,0,1,0,0,0,0,0,0,0,0
i can hear the DJs now “if you survived COVID- make some mf’n noise!”😂,0,0,0,0,0,0,0,0,0,0
Coronavirus Outbreak Updates: Rajasthan reports highest single-day spike in cases as 242 more test positive; case c… ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
Sign the petition asking Boris Johnson's government to extend the transition period so we can focus on our NHS and… ,0,0,0,0,0,0,0,0,0,0
'It was really joyful for me and the whole respiratory team to be able to treat him in his hour of need'. A truly a… ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
"Some citizens of Klickitat County, Washington, following the lead of their sheriff and of President Trump, are ques… ",0,0,0,0,0,0,0,0,0,0
【Coronavirus Investigation】 // Australia has secured the support of the European Union's top foreign minister for a… ,0,0,0,0,0,0,0,0,0,0
"U.S. deaths from COVID- have topped 90,000, according to the latest ",0,0,0,0,0,0,0,0,0,0
"delayed by k-12, delayed by the taal eruption, delayed by . man, the universe really doesn't want our batch to graduate huh",0,0,0,0,0,0,0,0,0,0
this was a few months ago before Corona blew up but my gma is so dramatic she heard me coughing and grabbed me by t… ,0,1,0,0,0,0,0,0,0,0
Democrats are intentionally crippling the economy and politicizing COVID- because they think it will hurt Preside… ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
Australia has secured backing from more than 60 countries for an international probe into the origins of… ,0,0,0,0,0,0,0,0,0,0
MBC News reports on how ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
"36 million people have filed for unemployment in the last two months.  But for too many, our economy wasn’t working… ",0,0,0,0,0,0,0,0,0,0
"Congrats to 10-year-old Laila Khan, a Pakistani-American girl scout recognized by President Trump during a ceremony… ",0,0,0,0,0,0,0,0,0,0
"ICYMI: An ICE detainee at Bergen County Jail tested positive for COVID-. ICE confirmed it, ",0,0,0,0,0,0,0,0,0,0
Who could have imagined that the states who opened early are now seeing record single-day  increases? 🤦‍♂️,0,0,0,0,0,0,0,0,0,0
The curious thing is that a cure for Covid  has been found and mass produced in Madagascar already and it is herb… ,0,0,0,0,0,0,0,0,0,0
"BREAKING: Huge surge in COVID- cases in Texas today. The state is reporting 1,801 new cases since yesterday - the… ",0,0,0,0,0,0,0,0,0,0
Pelosi's  stimulus bill may not be needed 'at all': Sen. Kennedy ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
Women's research plummets during lockdown yet articles from men increase as many female academics say juggling thei… ,0,0,0,0,0,0,0,0,0,0
Two churches reclose after faith leaders and congregants get  ,0,0,0,0,0,0,0,0,0,0
Sweet dreams my darling friends and family 🙏💙😭💔 #GretiansTag #TH4GS #NeverGiveUp #next #Covid_ #ParisChezVous ,0,0,0,0,0,0,0,0,0,0
Sturgeon shamed as 'hard pressed' Scottish care homes forced to accept donations of PPE ,0,0,0,0,0,0,0,0,0,0
Lysol spray and Clorox wipes could potentially be in low supply through the end of June. ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
"Tonight, I'll be joining ",0,0,0,0,0,0,0,0,0,0
Officials tell ,0,0,0,0,0,0,0,0,0,0
"“People told me to stay at home due to #Coronavirus, but they don’t know that I lost my house in the floods. I don'… ",0,0,0,0,0,0,0,1,0,0
"USS Theodore Roosevelt returning to sea as China steps up -era 'harassment' of US spy planes, ships  ",0,0,0,0,0,0,0,0,0,0
Feeling  impact? Rutgers University wants to hear from East Coast fishermen | National Fisherman ,0,0,0,0,0,0,0,0,0,0
“Lockdown as a tool only makes sense if you back it up w. testing. W/o that its like having a revolver with no bull… ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
